	smiles	cid
280	CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1	27447
281	N=C(N)c1ccc2cc(OC(=O)c3ccc(N=C(N)N)cc3)ccc2c1	4413
282	COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1	4594
283	Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1	2812
284	CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1	26987
285	CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl	3307
286	C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C	5832
287	N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1	4735
288	N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1	5284585
289	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	3114
290	O=C1O[Bi]Oc2ccccc21	16682735
291	CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	3702
292	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O	36921
293	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl	3333
294	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	4893
295	CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1	3957
296	Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1	3198
297	C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO	31378
298	O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1	3168
299	CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O	3156
300	OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1	4046
301	CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1	47965
302	Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1	2132
303	O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	3559
304	CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C	5284537
305	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12	6741
306	CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1	4917
307	O=C(O)CCCCCC[NH2+]C1c2ccccc2CCc2ccccc21	5255827
308	CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C	57363
309	CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C	4934
310	CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1	2351
311	Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C	4170
312	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C	493570
313	CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1	8226
314	CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O	54677971
315	O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O	54676038
316	C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC	4542
317	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC	13109
318	CN1[C@H]2CCC[C@@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2	5284566
319	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC	40973
320	CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1	3042
321	CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	4095
322	CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1	3827
323	CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2	39147
324	CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1	4495
325	C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C	444008
326	O=C(CO)NCCCOc1cccc(CN2CCCCC2)c1	91276
327	COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O	1548943
328	N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O	460612
329	O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1	2708
330	CC(COc1ccccc1)N(CCCl)Cc1ccccc1	4768
331	COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C	446220
332	CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2	3373
333	C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl	3278
334	OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1	5572
335	CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC	4168
336	CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21	68617
337	Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2	2170
338	CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1	3001055
339	CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21	47811
340	CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12	3652
341	CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12	5746
342	CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1	3033637
343	O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O	2764
344	O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl	38409
345	C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O	25249
346	COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C	5284513
347	O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1	4890
348	CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O	4641
349	CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21	135398742
350	CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21	62865
351	Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1	3475
352	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	2719
353	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21	4539
354	CN(C)CCC(c1ccc(Br)cc1)c1ccccn1	6834
355	C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O	9811704
356	CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1	33624
357	O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1	2441
358	O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1	2802
359	COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314	5284603
360	O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O	2809
361	C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C	9270
362	CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1	107751
363	CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1	41693
364	Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21	4999
365	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1	39765
366	CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1	5966
367	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1	41867
368	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1	31703
369	CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1	3823
370	CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C	21700
371	CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21	47499
372	CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O	43672
373	CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12	37393
374	COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2	9915886
375	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O	91270
376	CO[C@@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21	65864
377	COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1	5282138
378	COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1	4474
379	CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12	54675777
380	CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1	3955
381	CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O	443874
382	CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1	2794
383	CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1	4449
384	CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1	3191
385	CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O	42890
386	CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C	55891
387	CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CN)OC[C@]1(C)O	3037209
388	CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21	8223
389	CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC	3450
390	O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O	5199
391	CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O	135398743
392	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O	5480431
393	CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1	5978
394	CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCN(C)CC2)C(=C4O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C	135900090
395	CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O	202225
396	CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	9853654
397	CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1	40839
398	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	447043
399	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	84029
400	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1	441243
401	COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O	452548
402	CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12	31101
403	CCN1CCN(C(=O)NC(C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O	44185
404	CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1	2157
405	CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C	54675769
406	COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC	5770
407	CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1	7699
408	COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O	36462
409	CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5	644073
410	COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314	5284569
411	COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC	6917698
412	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O	6479523
413	CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12	8982
414	CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21	1548972
415	Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2	5073
416	Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1	5282242
417	CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl	2162
418	COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12	2585
419	NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O	5362119
420	OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1	4748
421	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C	5745
422	Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1	4189
423	NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1	6761
424	C[N+]1(C)[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1C1OC12	23724782
425	CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1	6024
426	Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2	2451
427	O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O	3053
428	C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1	5281006
429	O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1	2678
430	COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC	5577
431	COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]	4499
432	COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC	5401
433	C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1	3494
434	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21	5362129
435	CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1	51263
436	COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1	4497
437	CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O	54675783
438	Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1	33255
439	CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1	126941
440	C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1	6321411
441	C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21	54746
442	COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC	3157
443	CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O	5284607
444	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1	3478
445	C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21	54671203
446	CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1	29321
447	Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1	135398658
448	CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C	115163
449	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O	54892
450	OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	5281881
451	Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2	14985
452	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	2375
453	COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1	5160
454	CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C	9677
455	COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1	6321413
456	CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21	54687
457	CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	54454
458	O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	16362
459	C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12	104838
460	CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1	41987
461	CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2	5720
462	Cc1ncc([N+](=O)[O-])n1CCO	4173
463	NCC1(CC(=O)O)CCCCC1	3446
464	CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O	8271
465	Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1	5709
466	Nc1ccc(S(N)(=O)=O)cc1	5333
467	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1	6253
468	NC(N)=NCCC[C@H](N)C(=O)O	6322
469	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	2796
470	CC(C(=O)O)c1cccc(Oc2ccccc2)c1	3342
471	Cc1cccc(Nc2ccccc2C(=O)O)c1C	4044
472	COc1ccccc1OCC(O)COC(N)=O	4107
473	CC(C)(C)NCC(O)c1ccc(O)c(CO)c1	2083
474	O=C1O[C@H]([C@@H](O)CO)C(O)=C1O	54670067
475	CN1Cc2c(N)cccc2C(c2ccccc2)C1	4528
476	C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O	5193
477	Cc1cccc(C)c1NC(=O)C1CCCCN1C	4062
478	O=c1[nH]c2cc(Cl)ccc2o1	2733
479	Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	2955
480	CC(C)NCC(O)COc1cccc2[nH]ccc12	4828
481	O=C(Oc1ccccc1C(=O)O)c1ccccc1O	5161
482	Nc1ccc(C(=O)O)c(O)c1	4649
483	CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13	5359272
484	CN(C)CCN(Cc1ccccc1)c1ccccn1	5587
485	C#CCN(C)Cc1ccccc1	4688
486	CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1	4923
487	C[C@H]1[C@H](c2ccccc2)OCCN1C	30487
488	NC(=O)OCC(COC(N)=O)c1ccccc1	3331
489	Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1	5546
490	O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1	1775
491	Nc1nc(=S)c2[nH]cnc2[nH]1	2723601
492	CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1	35935
493	FC(F)OC(F)C(F)(F)F	42113
494	Cc1ncc(CO)c(CO)c1O	1054
495	NC[C@H](O)c1ccc(O)c(O)c1	439260
496	NCCCC(O)(P(=O)(O)O)P(=O)(O)O	2088
497	CC(C[N+](C)(C)C)OC(N)=O	2370
498	CC(C)c1cccc(C(C)C)c1O	4943
499	CC(C)NNC(=O)c1ccncc1	3748
500	O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1	5353830
501	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	6251
502	O=C(NCCO[N+](=O)[O-])c1cccnc1	47528
503	CN(C)c1nc(N(C)C)nc(N(C)C)n1	2123
504	CNC[C@H](O)c1ccc(O)c(O)c1	5816
505	Cc1cc(C2CCCCC2)n(O)c(=O)c1	2749
506	OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO	441314
507	CC(C)Cc1ccc(C(C)C(=O)O)cc1	3672
508	Cn1c(=O)c2[nH]cnc2n(C)c1=O	2153
509	CCN(CC)C(C)C(=O)c1ccccc1	7029
510	CC[C@@H](CO)NCCN[C@@H](CC)CO	14052
511	c1ccc([C@H]2CN3CCSC3=N2)cc1	26879
512	c1ccc2[nH]c(-c3cscn3)nc2c1	5430
513	CCN(CC)C(=O)N1CCN(C)CC1	3052
514	C#CCN(C)[C@H](C)Cc1ccccc1	26757
